0	1014144	0.1
1	1050609	2.3
2	1033334	4.5
3	1062235	6.7
4	1023050	8.9
5	1008179	10.11
6	1045314	12.13
7	1077834	14.3
8	1008176	15.16
9	1015412	17.18
10	1077833	19.20
11	1002903	21.22
12	1068920	23.1
13	1078250	24.3
14	1018328	25.3
15	1040924	26.3
16	1040926	27.28
17	1019509	29.30
18	1075506	31.18
19	1070007	32.33
20	1014323	19.34
21	1041527	14.35
22	1041524	36.37
23	1003986	38.35
24	1060704	3.39
25	1021928	40.1
26	1051353	41.42
27	1050510	43.44
28	1045083	45.46
29	1037290	47.48
30	1004088	49.50
31	1027191	51.52
32	1077905	53.28
33	1004719	54.55
34	1070310	56.57
35	1004710	58.59
36	1038256	60.35
37	1004243	61.22
38	1013253	15.62
39	1001761	63.3
40	1021693	46.64
41	1069378	65.66
42	1072241	67.68
43	1001769	69.70
44	1032801	71.72
45	1067521	73.3
46	1005047	15.74
47	1010520	75.76
48	1050175	77.15
49	1050174	78.9
50	1057378	79.80
51	1048364	81.28
52	1000437	82.3
53	1032063	83.15
54	1032062	19.84
55	1051919	85.19
56	1069723	15.86
57	1008196	69.35
58	1001165	87.15
59	1078470	47.88
60	1051226	89.90
61	1033190	42.91
62	1040207	71.92
63	1055203	93.94
64	1058355	19.95
65	1035262	96.15
66	1039929	97.98
67	1020644	43.99
68	1001349	79.100
69	1045231	101.3
70	1062355	15.87
71	1053983	102.103
72	1014451	104.90
73	1014453	105.106
74	1014456	107.3
75	1033601	108.109
76	1073063	19.110
77	1035862	111.112
78	1024159	113.114
79	1056917	115.116
80	1004668	108.109
81	1022866	117.118
82	1072334	119.120
83	1072337	121.122
84	1048580	123.1
85	1024889	124.49
86	1009640	15.125
87	1042053	22.126
88	1049690	127.128
89	1057206	129.130
90	1002582	131.15
91	1049695	42.132
92	1005918	133.1
93	1035600	46.71
94	1005915	134.19
95	1046613	135.3
96	1077568	33.136
97	1062756	137.71
98	1049361	138.70
99	1047719	139.140
100	1057197	141.142
101	1032645	143.144
102	1017222	145.146
103	1035592	15.147
104	1022914	148.149
105	1022915	94.150
106	1048109	151.152
107	1043163	153.154
108	1025336	141.142
109	1028521	155.71
110	1006933	36.156
111	1006020	157.15
112	1003055	15.70
113	1029698	158.3
114	1017795	159.15
115	1029696	36.160
116	1052925	161.71
117	1024423	162.12
118	1002055	31.163
119	1042616	164.165
120	1049189	166.167
121	1063401	120.119
122	1005822	168.169
123	1049180	170.116
124	1023735	12.171
125	1049219	172.3
126	1029238	173.174
127	1049215	175.176
128	1042292	177.19
129	1017179	178.15
130	1031293	179.9
131	1031740	53.3
132	1017172	180.3
133	1000407	181.3
134	1017170	71.22
135	1007196	182.22
136	1003479	15.183
137	1071320	184.185
138	1006113	186.187
139	1047568	19.188
140	1072932	19.189
141	1063245	172.18
142	1031345	177.19
143	1052031	15.190
144	1031341	191.192
145	1011912	193.71
146	1000570	194.195
147	1016205	196.178
148	1016204	197.71
149	1044051	198.71
150	1000579	199.200
151	1038736	94.201
152	1067969	19.202
153	1026165	27.28
154	1067960	203.3
155	1051989	204.30
156	1030503	15.16
157	1015952	15.155
158	1064101	19.198
159	1046385	172.205
160	1003728	206.207
161	1068394	208.186
162	1049435	209.15
