1	1	1
1	2	1
1	3	3
1	4	5
1	5	5
1	6	5
1	7	4
1	8	4
1	9	5
1	10	5
1	11	1
1	12	5
1	13	5
1	14	5
1	15	5
1	16	1
1	17	5
1	18	5
1	19	3
1	20	5
1	21	5
1	22	3
1	23	3
1	24	5
1	25	5
1	26	3
1	27	5
1	28	3
1	29	5
1	30	5
1	31	1
1	32	5
1	33	3
1	34	5
1	35	3
1	36	5
1	37	5
1	38	4
1	39	5
1	40	1
1	41	5
1	42	5
1	43	2
1	44	1
1	45	5
1	46	5
1	47	1
1	48	3
1	49	5
1	50	5
1	51	1
1	52	5
1	53	3
1	54	5
1	55	1
1	56	1
1	57	5
1	58	4
1	59	5
1	60	5
1	61	4
1	62	2
1	63	5
1	64	1
1	65	5
1	66	1
1	67	3
1	68	3
1	69	5
1	70	5
1	71	5
1	72	5
1	73	1
1	74	3
1	75	5
1	76	1
1	77	5
1	78	5
1	79	1
1	80	2
1	81	5
1	82	3
1	83	5
1	84	1
1	85	5
1	86	5
1	87	3
1	88	1
1	89	2
1	90	5
1	91	5
1	92	4
1	93	4
1	94	5
1	95	5
1	96	5
1	97	1
1	98	5
1	99	5
1	100	5
1	101	3
1	102	1
1	103	5
1	104	5
1	105	5
1	106	5
1	107	5
1	108	5
1	109	5
1	110	1
1	111	1
1	112	5
1	113	5
1	114	3
1	115	1
1	116	1
1	117	5
1	118	5
1	119	1
1	120	5
1	121	5
1	122	1
1	123	5
1	124	5
1	125	5
1	126	5
1	127	5
1	128	5
1	129	4
1	130	5
1	131	5
1	132	1
1	133	4
1	134	5
1	135	5
1	136	5
1	137	5
1	138	4
1	120	5
1	121	5
1	122	1
1	123	5
1	124	5
1	125	5
1	126	5
1	127	5
1	128	5
1	129	4
1	130	5
1	131	5
1	132	1
1	133	4
1	134	5
1	135	5
1	136	5
1	137	5
1	138	4
1	139	5
1	140	3
1	141	5
1	142	2
1	143	5
1	144	5
1	145	5
1	146	5
1	147	5
1	148	5
1	149	5
1	150	5
1	151	5
1	152	5
1	153	3
1	154	5
1	155	1
1	156	5
1	157	1
1	158	5
1	159	5
1	160	1
1	161	5
1	162	5
1	163	5
1	164	3
1	165	1
1	166	1
1	167	5
1	168	5
1	169	5
1	170	5
1	171	2
1	172	5
1	173	5
1	174	5
1	175	5
1	176	1
1	177	5
1	178	4
1	179	5
1	180	5
1	181	1
1	182	5
1	183	5
1	184	5
1	185	5
1	186	3
1	187	4
1	188	5
1	189	5
1	190	5
1	191	5
1	192	5
1	193	3
1	194	5
1	195	3
1	196	5
1	197	3
1	198	5
1	199	5
1	200	5
1	201	5
1	202	5
1	203	3
1	204	5
1	205	5
1	206	5
1	207	5
1	208	3
1	209	5
1	210	1
1	211	5
1	212	1
1	213	5
1	214	5
1	215	2
1	216	5
1	217	5
1	218	5
1	219	5
1	220	5
1	221	5
1	222	5
1	223	3
1	224	3
1	225	5
1	226	5
1	227	5
1	228	5
1	229	5
1	230	5
1	231	3
1	232	5
1	233	5
1	234	4
1	235	5
1	236	1
1	237	5
1	238	5
1	239	5
1	240	5
1	241	5
1	242	5
1	243	1
1	244	1
1	245	5
1	246	3
1	247	5
1	248	5
1	249	5
1	250	5
1	251	5
1	252	2
1	253	1
1	254	5
1	255	5
1	256	5
1	257	5
1	258	5
1	259	1
1	260	5
1	261	5
1	262	5
1	263	5
1	264	3
1	265	5
1	266	5
1	267	5
1	268	5
1	269	5
1	270	2
1	271	5
1	272	5
1	273	5
1	274	1
1	275	5
1	276	5
1	277	3
1	278	5
1	279	5
1	280	2
