0	0	3
0	1	4
0	2	5
0	3	5
0	4	4
0	5	5
1	0	4
1	6	4
1	7	3
1	8	3
1	9	4
1	10	4
1	11	4
1	12	3
1	13	3
1	14	4
1	15	4
2	16	5
2	17	5
2	18	4
2	19	5
2	20	5
2	21	4
2	22	5
3	23	5
3	24	4
3	25	4
3	26	4
3	27	4
3	28	5
3	29	4
3	30	5
4	31	2
4	32	5
4	33	3
4	34	5
4	35	3
4	36	5
4	37	5
4	38	5
4	39	3
5	40	3
5	41	3
5	42	5
5	42	5
5	43	5
5	44	2
5	45	5
5	46	5
5	47	5
5	48	5
5	49	5
5	50	3
5	51	5
5	52	5
5	53	4
5	54	4
5	55	3
5	56	4
5	57	4
5	58	3
6	59	3
6	60	5
6	61	2
6	62	5
6	63	5
6	64	5
6	46	3
6	65	5
6	66	4
6	67	3
6	68	5
7	69	4
7	70	4
7	71	4
7	72	4
7	73	4
7	74	5
8	75	3
8	76	4
8	77	4
8	78	4
8	79	5
8	80	4
8	81	5
8	82	4
8	83	5
9	84	5
9	85	4
9	86	3
9	60	5
9	87	5
9	88	4
9	89	4
9	90	5
9	91	4
9	92	5
9	93	4
9	94	4
9	95	5
9	96	2
9	97	5
9	98	5
9	99	5
9	100	4
9	101	5
9	102	5
9	103	5
9	74	5
9	104	3
9	105	5
10	106	2
10	107	5
10	108	4
10	109	3
10	110	5
10	111	5
10	112	5
10	5	5
10	67	5
10	113	4
11	114	5
11	115	2
11	116	4
11	117	3
11	118	4
11	119	4
12	120	4
12	121	2
12	45	5
12	122	3
12	123	3
12	124	5
13	125	3
13	126	4
13	24	3
13	127	4
13	88	3
13	64	1
13	128	4
13	129	2
13	130	2
13	68	4
14	40	4
14	131	3
14	132	4
14	133	5
14	5	4
14	134	5
15	135	3
15	136	3
15	137	4
15	138	3
15	139	3
15	140	4
16	141	4
16	142	4
16	84	5
16	143	1
16	144	3
16	145	5
16	146	1
16	147	2
16	148	5
16	149	2
17	150	2
17	151	4
17	71	4
17	152	5
17	153	3
17	74	5
18	23	3
18	154	5
18	155	5
18	156	4
18	157	4
18	158	4
18	159	5
19	160	5
19	161	4
19	162	4
19	60	4
19	163	5
19	164	4
19	165	5
19	143	5
19	166	5
19	167	5
19	168	4
19	169	4
19	170	5
19	171	3
19	95	5
19	172	4
19	173	3
19	174	3
19	175	5
19	176	4
19	103	5
19	177	5
20	178	5
20	179	4
20	180	4
20	181	4
20	182	2
20	183	5
20	184	5
20	185	3
20	186	4
20	187	4
21	188	4
21	189	3
21	190	2
21	191	5
21	192	3
21	193	3
21	194	3
21	101	4
21	159	3
21	195	3
22	196	4
22	197	3
22	198	5
22	199	4
22	148	4
22	200	5
22	201	5
22	202	4
22	19	3
22	203	4
22	204	3
22	205	4
23	206	3
23	207	5
23	115	1
23	208	4
23	209	4
23	210	4
23	211	4
23	79	3
23	212	4
23	213	4
23	214	5
23	215	4
23	216	4
23	217	5
23	218	4
23	219	4
24	125	3
24	220	4
24	86	4
24	221	4
24	222	4
24	223	5
24	224	4
24	225	4
24	226	4
24	148	4
24	227	4
24	228	4
24	229	5
24	230	5
24	231	3
24	232	4
24	130	4
24	55	5
25	233	5
25	234	5
25	235	5
25	184	5
25	236	5
25	237	5
25	238	5
25	239	5
25	240	5
25	241	5
25	177	5
25	39	5
26	242	5
26	27	4
26	243	2
26	244	5
26	245	4
26	246	4
27	247	4
27	248	4
27	249	5
27	250	5
27	251	4
27	252	3
27	173	5
27	253	5
27	254	3
28	255	5
28	160	5
28	256	4
28	257	3
28	258	4
28	170	4
28	94	4
28	259	5
28	260	5
28	74	4
29	161	5
29	261	3
29	262	4
29	190	4
29	228	4
29	263	5
29	264	3
30	64	5
30	168	2
30	265	5
30	266	5
30	267	5
30	268	5
30	269	4
31	270	4
31	271	4
31	272	3
31	273	4
31	274	5
31	275	3
31	276	2
31	277	4
31	278	4
31	279	5
31	280	5
32	281	4
32	143	3
32	282	2
32	25	4
32	283	3
32	284	3
32	285	3
33	286	3
33	287	3
33	288	5
33	227	4
33	216	5
33	289	4
34	233	4
34	178	5
34	160	5
34	290	4
34	291	5
34	292	5
34	293	5
34	294	5
35	295	3
35	296	5
35	297	1
35	109	1
35	298	2
35	299	4
35	300	1
35	301	1
35	19	1
35	302	5
35	303	3
35	304	4
36	305	4
36	306	2
36	307	3
36	308	4
36	309	3
36	298	2
36	310	2
36	311	4
36	312	5
36	313	5
36	314	4
36	315	2
36	316	3
36	4	2
36	317	4
36	318	4
37	291	5
37	61	5
