1	1	1
1	2	1
1	3	3
1	4	5
1	5	5
1	6	5
1	7	5
1	8	5
1	9	5
1	10	5
1	11	5
1	12	5
1	13	3
1	14	5
1	15	5
1	16	5
1	17	2
1	18	1
1	19	3
1	20	5
1	21	3
1	22	1
1	23	1
1	24	5
1	25	5
1	26	1
1	27	3
1	28	1
1	29	2
1	30	5
1	31	4
1	32	5
1	33	5
1	34	5
1	35	3
1	36	1
1	37	5
1	38	5
1	39	5
1	40	5
1	41	5
1	42	5
1	43	5
1	44	5
1	45	1
1	46	5
1	47	5
1	37	5
1	38	5
1	39	5
1	40	5
1	41	5
1	42	5
1	43	5
1	44	5
1	45	1
1	46	5
1	47	5
1	48	5
1	49	5
1	50	5
1	51	1
1	52	5
1	53	1
1	54	5
1	55	1
1	56	5
1	57	2
1	58	3
1	59	5
1	60	3
1	61	5
1	62	5
1	63	5
1	64	5
1	65	1
1	66	5
1	67	5
1	68	5
1	69	5
1	70	5
1	71	5
1	72	5
1	73	3
1	74	2
1	75	1
1	76	5
1	77	1
1	78	1
1	79	3
1	80	1
1	81	5
1	82	5
1	83	3
1	84	1
1	85	5
1	86	5
1	87	1
1	88	1
1	89	5
1	90	5
1	91	5
1	92	5
1	93	1
1	94	5
1	95	5
1	96	5
1	97	5
1	98	5
1	99	5
1	100	3
1	101	5
1	102	3
1	103	5
1	104	5
1	105	5
1	106	5
1	107	3
1	108	3
1	109	5
1	110	5
1	111	5
1	112	5
1	113	4
1	114	5
1	115	5
1	116	5
1	117	3
1	118	1
1	119	1
1	120	3
1	121	1
1	122	1
1	123	4
1	124	4
1	125	1
1	126	1
2	127	5
2	2	5
2	3	5
2	128	5
2	7	5
2	129	5
2	130	4
2	131	4
2	132	3
2	133	3
2	14	3
2	15	5
2	16	5
2	134	4
2	18	4
2	135	3
2	136	2
2	22	5
2	137	5
2	138	5
2	139	4
2	26	3
2	140	5
2	141	5
2	29	4
2	142	5
2	143	4
2	35	5
2	144	5
2	145	3
2	146	5
2	145	3
2	146	5
2	147	5
2	148	5
2	51	5
2	149	4
2	55	5
2	150	4
2	151	5
2	152	4
2	153	5
2	154	3
2	155	4
2	156	4
2	157	4
2	158	5
2	159	3
2	160	4
2	161	5
2	162	5
2	163	5
2	164	5
2	165	5
2	166	4
2	167	5
2	168	4
2	169	5
2	170	5
2	171	4
2	74	5
2	172	2
2	173	3
2	174	5
2	175	5
2	176	3
2	177	5
2	178	5
2	179	3
2	180	3
2	181	5
2	182	5
2	80	4
2	183	5
2	184	5
2	185	5
2	186	3
2	187	5
2	188	4
2	189	2
2	190	4
2	191	5
2	192	3
2	193	4
2	194	4
2	195	4
2	87	5
2	196	4
2	89	5
2	197	4
2	198	4
2	199	4
2	200	3
2	201	5
2	202	3
2	203	5
2	204	4
2	205	5
2	206	5
2	207	4
2	95	5
2	208	4
2	96	4
2	209	5
2	210	4
2	211	3
2	212	3
2	213	4
2	214	2
2	215	5
2	216	5
2	217	4
2	218	3
2	219	4
2	220	4
2	221	4
2	222	4
2	223	5
2	224	3
2	105	5
2	225	4
2	226	5
2	227	3
2	228	4
2	106	5
2	229	2
2	230	4
2	231	5
2	232	3
2	233	4
2	234	5
2	235	1
2	236	5
2	108	3
2	237	3
2	238	4
2	111	5
2	239	5
2	240	4
2	241	4
2	242	3
2	243	4
2	244	5
2	245	3
2	246	5
2	247	4
2	248	3
2	249	4
2	250	4
2	251	3
2	252	4
2	253	5
2	119	3
2	254	5
2	255	2
2	256	5
2	257	5
2	258	3
2	259	5
2	260	1
2	261	2
2	262	4
